source_table,report_name,category
"s_ht_screen_follow","ร้อยละการตรวจติดตามยืนยันวินิจฉัยกลุ่มสงสัยป่วยโรคความดันโลหิตสูง","ข้อมูลเพื่อตอบสนอง Service Plan สาขาโรคไม่ติดต่อ (NCD DM,HT,CVD)"
"s_ht_screen_monk","การคัดกรองความดันโลหิตสูง กลุ่มพระภิกษุ-สามเณร จำแนกกลุ่มอายุ","กลุ่มพระภิกษุ-สามเณร"
"s_ht_screen_n","ร้อยละของประชากรอายุ 35-59 ปีขึ้นไปที่ได้รับการคัดกรองเพื่อวินิจฉัยความดันโลหิตสูง","ข้อมูลเพื่อตอบสนอง Service Plan สาขาโรคไม่ติดต่อ (NCD DM,HT,CVD)"
"s_ht_screen_pop_age","การคัดกรองความดันโลหิตสูง ในประชากรไทย จำแนกกลุ่มอายุ","การคัดกรอง"
"s_ht_screen_risk","ประชากร 35 ปีขึ้นไปได้รับการคัดกรอง และเสี่ยงต่อโรคความดันโลหิตสูง","การคัดกรอง"
"s_ht_screen_risk_monk","กลุ่มพระภิกษุ-สามเณร อายุ35 ปีขึ้นไปได้รับการคัดกรอง และเสี่ยงต่อโรคความดันโลหิตสูง","กลุ่มพระภิกษุ-สามเณร"
"s_ht_visit","ร้อยละผู้ป่วยความดันโลหิตสูงที่ขึ้นทะเบียนและมารับการรักษาต่อเนื่อง","ข้อมูลเพื่อตอบสนอง Service Plan สาขาโรคไม่ติดต่อ (NCD DM,HT,CVD)"
"s_ht_visit_screen","การเข้าถึงบริการและการคัดกรองโรคความดันโลหิตสูง","การคัดกรอง"
"s_hygiene_death","ร้อยละความครบชุด และจำนวนการฉีดวัคซีนป้องกันโรคพิษสุนัขบ้าหลังสัมผัสโรค","ข้อมูลเพื่อตอบสนอง Service Plan สาขาแม่และเด็ก"
"s_hygiene_death","อัตราตายด้วยกลุ่มโรคที่เกิดจากน้ำ การสุขาภิบาลและสุขลักษณะที่ไม่ปลอดภัย","ข้อมูลเพื่อตอบสนอง Service Plan สาขาแม่และเด็ก"
"s_hygiene_death","อัตราตายด้วยกลุ่มโรคที่เกิดจากน้ำ การสุขาภิบาลและสุขลักษณะที่ไม่ปลอดภัย","สาเหตุการป่วย/ตาย "
"s_hygiene_diagnosis","อัตราป่วยด้วยกลุ่มโรคที่เกิดจากน้ำ การสุขาภิบาลและสุขลักษณะที่ไม่ปลอดภัย","ข้อมูลเพื่อตอบสนอง Service Plan สาขาแม่และเด็ก"
"s_hygiene_diagnosis","อัตราป่วยด้วยกลุ่มโรคที่เกิดจากน้ำ การสุขาภิบาลและสุขลักษณะที่ไม่ปลอดภัย","สาเหตุการป่วย/ตาย "
"s_i2025_ciga","ผู้ป่วยโรคหลอดเลือดหัวใจที่ปัจจุบันสูบบุหรี่สามารถเลิกบุหรี่ได้สำเร็จ","ข้อมูลเพื่อตอบสนอง Service Plan สาขาโรคหัวใจ และหลอดเลือด"
"s_i2025_ldl","ผู้ป่วยโรคหลอดเลือดหัวใจ ได้รับการตรวจไขมัน LDL และ มีค่า LDL < 100 mg/dl","ข้อมูลเพื่อตอบสนอง Service Plan สาขาโรคหัวใจ และหลอดเลือด"
"s_i6069_ciga","ผู้ป่วยโรคหลอดเลือดสมอง (STROKE) ที่ปัจจุบันสูบบุหรี่สามารถเลิกบุหรี่ได้สำเร็จ","ข้อมูลเพื่อตอบสนอง Service Plan สาขาโรคหัวใจ และหลอดเลือด"
"s_i6069_ldl","ผู้ป่วยโรคหลอดเลือดสมองตีบ/อุดตัน (I63) ได้รับการตรวจไขมัน LDL มีค่า LDL < 100 mg/dl","ข้อมูลเพื่อตอบสนอง Service Plan สาขาโรคหัวใจ และหลอดเลือด"
"s_i6069imc","ร้อยละของจำนวนผู้ป่วยที่มีการวินิจฉัยโรคหลอดเลือดสมอง อัมพฤกษ์ อัมพาตระยะกลาง (Intermediate Care) ที่ได้รับการดูแลด้วยการแพทย์แผนไทยและการแพทย์ทางเลือก Coverage","แพทย์แผนไทย"
"s_i6069imc_w","ร้อยละของจำนวนผู้ป่วยที่มีการวินิจฉัยโรคหลอดเลือดสมอง อัมพฤกษ์ อัมพาตระยะกลาง (Intermediate Care) ที่ได้รับการดูแลด้วยการแพทย์แผนไทยและการแพทย์ทางเลือก Workload","แพทย์แผนไทย"
"s_id_6plus_workload","จำนวนผู้ป่วยภาวะบกพร่องทางสติปัญญาเข้าถึงบริการ (Workload)","การเข้าถึงระบบบริการสุขภาพจิต"
"s_ihd_incidence","อัตราผู้ป่วยรายใหม่จากโรคหลอดเลือดหัวใจลดลง","การป่วยด้วยโรคไม่ติดต่อที่สำคัญ"
"s_ihd_incidence_n","อัตราผู้ป่วยรายใหม่จากโรคหลอดเลือดหัวใจ(I20-I24)","ข้อมูลเพื่อตอบสนอง Service Plan สาขาโรคหัวใจ และหลอดเลือด"
"s_influenza","จำนวนผู้รับบริการวัคซีนไข้หวัดใหญ่จำแนกตามกลุ่มผู้รับบริการ (work load)","การสร้างเสริมภูมิคุ้มกันโรค"
"s_infu_anc","ความครอบคลุมการได้รับวัคซีนไข้หวัดใหญ่ในหญิงตั้งครรภ์","การสร้างเสริมภูมิคุ้มกันโรค"
"s_infu_anc_w","การได้รับวัคซีนไข้หวัดใหญ่ในหญิงตั้งครรภ์ (work load)","การสร้างเสริมภูมิคุ้มกันโรค"
"s_ip_instype_all","อัตราการใช้บริการผู้ป่วยใน จำแนกกลุ่มสิทธิ (วันต่อคน)","การใช้บริการสาธารณสุข"
"s_ipd10_sex","สาเหตุการป่วยของผู้ป่วยในตามกลุ่มโรค10 อันดับแรก","สาเหตุการป่วย/ตาย "
"s_ipd10_sex15","สาเหตุการป่วยของผู้ป่วยในตามกลุ่มโรค10 อันดับแรก ในกลุ่มอายุน้อยกว่าเท่ากับ 15 ปี","สาเหตุการป่วย/ตาย "
"s_ipd10_sex_monk","สาเหตุการป่วยของผู้ป่วยในตามกลุ่มโรค10 อันดับแรก กลุ่มพระภิกษุ-สามเณร","กลุ่มพระภิกษุ-สามเณร"
"s_ipd10_sex_monk60","สาเหตุการป่วยของผู้ป่วยในตามกลุ่มโรค10 อันดับแรก ในกลุ่มอายุ >= 60 ปี กลุ่มพระภิกษุ-สามเณร","กลุ่มพระภิกษุ-สามเณร"
"s_ipd_all","อัตราการใช้บริการผู้ป่วยใน ทุกสิทธิ รายเดือน (วันต่อคนและอัตราครองเตียง)","การใช้บริการสาธารณสุข"
"s_ipd_thai","อัตราการใช้บริการผู้ป่วยในของประชากรไทย (วันต่อคน)","การใช้บริการสาธารณสุข"
"s_ipv","รายงานการได้รับวัคซีน IPV (work load)","การสร้างเสริมภูมิคุ้มกันโรค"
"s_j_disease","โรคติดเชื้อระบบทางเดินหายใจที่สำคัญ (รายวัน)","การใช้บริการสาธารณสุข"
"s_j_disease1","โรคติดเชื้อระบบทางเดินหายใจ J&B,U (รพ.รายวัน)","การใช้บริการสาธารณสุข"
"s_kancha_diff","ผู้ป่วยทั้งหมดที่ได้รับการรักษาด้วยยากัญชาทางการแพทย์","ข้อมูลเพื่อตอบสนอง Service Plan สาขากัญชา"
"s_kancha_use1","ปริมาณการใช้กัญชาทางการแพทย์(แผนปัจจุบัน)","ข้อมูลเพื่อตอบสนอง Service Plan สาขากัญชา"
"s_kancha_use2","ปริมาณการใช้กัญชาทางการแพทย์(แผนไทย)","ข้อมูลเพื่อตอบสนอง Service Plan สาขากัญชา"
"s_kancha_visit","ผู้ป่วยทั้งหมดที่ได้รับการรักษาด้วยยากัญชาทางการแพทย์แผนปัจจุบัน","ข้อมูลเพื่อตอบสนอง Service Plan สาขากัญชา"
"s_kancha_visit1","ร้อยละของจำนวนผู้ป่วยที่ได้รับยากัญชาทางการแพทย์แผนไทย","ข้อมูลเพื่อตอบสนอง Service Plan สาขากัญชา"
"s_kpi_ageing","ร้อยละของ Healthy Ageing","การคัดกรอง"
"s_kpi_anc12","ร้อยละหญิงตั้งครรภ์ได้รับการฝากครรภ์ครั้งแรกก่อนหรือเท่ากับ 12 สัปดาห์","อนามัยแม่และเด็ก"
"s_kpi_anc_cid_iodine","ความครอบคลุมการได้รับยาเม็ดเสริมไอโอดีน ธาตุเหล็ก และกรดโฟลิก ของหญิงตั้งครรภ์ที่คลอดบุตรแล้วในเขตรับผิดชอบ","งานโภชนาการ"
"s_kpi_anc_iodine","ร้อยละหญิงตั้งครรภ์ ที่มารับบริการในหน่วยบริการ ได้รับยาเม็ดที่มีส่วนประกอบของไอโอดีน (Workload)","การเฝ้าระวังด้านส่งเสริมสุขภาพและอนามัยสิ่งแวดล้อม"
"s_kpi_bmi","ร้อยละของประชากรวัยทำงานอายุ 30-44 ปี มีค่าดัชนีมวลกายปกติ","งานโภชนาการ"
"s_kpi_bmi1859n","ร้อยละของประชากรวัยทำงานอายุ 19-59 ปี มีค่าดัชนีมวลกายปกติ","งานโภชนาการ"
"s_kpi_bmi1859w","ร้อยละของประชากรวัยทำงานอายุ 19-59 ปี มีค่าดัชนีมวลกายปกติ(Work Load)","งานโภชนาการ"
"s_kpi_bmi18w","ร้อยละของประชากรวัยทำงานอายุ 19-29 ปี มีค่าดัชนีมวลกายปกติ","งานโภชนาการ"
"s_kpi_bmi2559","ร้อยละของประชากรวัยทำงานอายุ 25-59 ปี มีค่าดัชนีมวลกายปกติ (เตรียมความพร้อมสู่วัยสูงอายุที่มีสุขภาพดี)","งานโภชนาการ"
"s_kpi_bmi45w","ร้อยละของประชากรวัยทำงานอายุ 45-59 ปี มีค่าดัชนีมวลกายปกติ","งานโภชนาการ"
"s_kpi_bmi60","ร้อยละของประชากรผู้สูงอายุ 60 ปีขึ้นไป มีค่าดัชนีมวลกายปกติ","งานโภชนาการ"
"s_kpi_bmi6069","ร้อยละของประชากรผู้สูงอายุ 60 – 69 ปี มีค่าดัชนีมวลกายปกติ","งานโภชนาการ"
"s_kpi_bmi60w","ร้อยละของประชากรอายุ 60 ปีขึ้นไป มีค่าดัชนีมวลกายปกติ (Work Load)","งานโภชนาการ"
"s_kpi_bmi7079","ร้อยละของประชากรผู้สูงอายุ 70 – 79 ปี มีค่าดัชนีมวลกายปกติ","งานโภชนาการ"
"s_kpi_bmi80","ร้อยละของประชากรผู้สูงอายุ 80 ปีขึ้นไป มีค่าดัชนีมวลกายปกติ","งานโภชนาการ"
"s_kpi_child_specialpp","ร้อยละของเด็กอายุ 0-5 ปี มีพัฒนาการสมวัย","อนามัยแม่และเด็ก"
"s_kpi_childdev1","ร้อยละของเด็กอายุ 0-5 ปี ทั้งหมดตามช่วงอายุที่กำหนด ได้รับการคัดกรองพัฒนาการ","อนามัยแม่และเด็ก"
"s_kpi_childdev2","ร้อยละของเด็กอายุ 0-5 ปี ที่ได้รับการคัดกรองพัฒนาการ พบสงสัยล่าช้า","อนามัยแม่และเด็ก"
"s_kpi_childdev3","ร้อยละของเด็กอายุ 0-5 ปี ทั้งหมดตามช่วงอายุที่กำหนด มีพัฒนาการสงสัยล่าช้าได้รับการติดตาม","อนามัยแม่และเด็ก"
"s_kpi_childdev4","ร้อยละของเด็กอายุ 0-5 ปี ทั้งหมดตามช่วงอายุที่กำหนดมีพัฒนาการสมวัย","อนามัยแม่และเด็ก"
"s_kpi_childdev5","ร้อยละของเด็ก อายุ 0-5 ปี ทั้งหมดตามช่วงอายุทีกำหนดมีพัฒนาการสมวัย (สมวัยครั้งที่สอง)","อนามัยแม่และเด็ก"
"s_kpi_ckd_acei_arb","CKD 2.2 การชะลอความเสื่อมของไต ผู้ป่วยที่มารับบริการโรงพยาบาลได้รับ ACEi/ARB","ข้อมูลเพื่อตอบสนอง Service Plan สาขาไต"
"s_kpi_ckd_bp","CKD 2.1 การชะลอความเสื่อมของไต ผู้ป่วยที่มารับบริการ BP < 140/90 mmHg","ข้อมูลเพื่อตอบสนอง Service Plan สาขาไต"
"s_kpi_ckd_egfr","ร้อยละของผู้ป่วย CKD ที่มีอัตราการลดลงของ eGFR<5 ml/min/1.73m2/yr","ข้อมูลเพื่อตอบสนอง Service Plan สาขาไต"
"s_kpi_ckd_hb","CKD 2.4 การชะลอความเสื่อมของไต ผู้ป่วยที่มารับบริการโรงพยาบาลได้รับการตรวจและมีระดับ Hb > 10 gm/dl หรือ Hct > 30%","ข้อมูลเพื่อตอบสนอง Service Plan สาขาไต"
"s_kpi_ckd_hba1c","CKD 2.5 การชะลอความเสื่อมของไต ผู้ป่วย(เฉพาะที่มีเบาหวานร่วม)ที่มารับบริการโรงพยาบาลได้รับการตรวจ HbA1c และมีค่าผลการตรวจตั้งแต่ 6.5% ถึง 7.5%","ข้อมูลเพื่อตอบสนอง Service Plan สาขาไต"
"s_kpi_ckd_incidence","CKD 1.2 ร้อยละของผู้ป่วย DM, HT เป็นโรคไตเรื้อรังรายใหม่ (ในปีงบประมาณ) (พิจารณาเฉพาะผู้ป่วยที่วันที่ได้รับการคัดกรองเกิดก่อนวันที่ได้รับการวินิจฉัยว่าเป็น CKD)","ข้อมูลเพื่อตอบสนอง Service Plan สาขาไต"
"s_kpi_ckd_incidence1","ร้อยละของผู้ป่วย DM และ/หรือ HT ที่เป็นผู้ป่วยโรคไตเรื้อรังรายใหม่","ข้อมูลเพื่อตอบสนอง Service Plan สาขาไต"
"s_kpi_ckd_screen","ร้อยละของผู้ป่วย DM และ/หรือ HT ที่ได้รับการค้นหาและคัดกรองโรคไตเรื้อรัง","ข้อมูลเพื่อตอบสนอง Service Plan สาขาไต"
"s_kpi_ckd_serum_hco3","CKD 2.8 การชะลอความเสื่อมของไต ผู้ป่วยได้รับการตรวจ serum HCO3 และมีค่าผลตรวจ > 22 mEq/L","ข้อมูลเพื่อตอบสนอง Service Plan สาขาไต"
"s_kpi_ckd_serum_ipth","CKD 2.13 การชะลอความเสื่อมของไต ผู้ป่วยได้รับการตรวจ Serum iPTH และผลอยู่ในเกณฑ์ที่เหมาะสม(< 500)","ข้อมูลเพื่อตอบสนอง Service Plan สาขาไต"
"s_kpi_ckd_serum_k","CKD 2.7 การชะลอความเสื่อมของไต ผู้ป่วยได้รับการตรวจ serum K และมีค่าผลการตรวจ < 5.5 mEq/L","ข้อมูลเพื่อตอบสนอง Service Plan สาขาไต"
"s_kpi_ckd_serum_po4","CKD 2.12 การชะลอความเสื่อมของไต ผู้ป่วยได้รับการตรวจ Serum PO4 และมีผลการตรวจ ≤ 4.6 mg%","ข้อมูลเพื่อตอบสนอง Service Plan สาขาไต"
"s_kpi_ckd_statin","CKD 2.6 การชะลอความเสื่อมของไต ผู้ป่วยกลุ่มเสี่ยงต่อโรคหลอดเลือดและหัวใจได้รับยากลุ่ม Statin","ข้อมูลเพื่อตอบสนอง Service Plan สาขาไต"
"s_kpi_ckd_upcr","CKD 2.10 การชะลอความเสื่อมของไต ผู้ป่วยได้รับการประเมิน UPCR","ข้อมูลเพื่อตอบสนอง Service Plan สาขาไต"
"s_kpi_ckd_upcr_r","CKD 2.11 การชะลอความเสื่อมของไต ผู้ป่วยได้รับการประเมิน UPCR และมีผลการประเมิน < 500 mg/g cr","ข้อมูลเพื่อตอบสนอง Service Plan สาขาไต"
"s_kpi_ckd_urine_protein","CKD 2.9 การชะลอความเสื่อมของไต ผู้ป่วยได้รับการตรวจ urine protein","ข้อมูลเพื่อตอบสนอง Service Plan สาขาไต"
"s_kpi_cvd_risk","ร้อยละของผู้ป่วยเบาหวาน ความดันโลหิตสูงที่ขึ้นทะเบียนได้รับการประเมินโอกาสเสี่ยงต่อโรคหัวใจและหลอดเลือด (CVD Risk)","ข้อมูลเพื่อตอบสนอง Service Plan สาขาโรคไม่ติดต่อ (NCD DM,HT,CVD)"
"s_kpi_dental1","OHSP อัตรา (ร้อยละ) การใช้บริการทันตกรรมรวมทุกสิทธิ เฉพาะเขตรับผิดชอบ (คน) (ใช้แบบความครอบคลุม)","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพช่องปาก"
"s_kpi_dental10","OHSP อัตรา (ร้อยละ) การใช้บริการ P&P ในกลุ่มผู้สูงอายุ เฉพาะเขตรับผิดชอบ (คน) (ใช้แบบความครอบคลุม)","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพช่องปาก"
"s_kpi_dental11","OHSP ร้อยละ visit ตรวจฟันอย่างเดียว ต่อ visit ทั้งหมด","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพช่องปาก"
"s_kpi_dental12","OHSP ร้อยละจำนวนรายบริการส่งเสริมป้องกันต่อบริการทั้งหมด","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพช่องปาก"
"s_kpi_dental13","OHSP ร้อยละจำนวนรายบริการทันตกรรมพื้นฐานต่อบริการทั้งหมด","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพช่องปาก"
"s_kpi_dental14","OHSP ร้อยละจำนวนรายบริการทันตกรรมเฉพาะทางต่อบริการทั้งหมด","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพช่องปาก"
"s_kpi_dental15","OHSP จำนวนคนไข้ (ครั้ง) เฉลี่ย ต่อทันตบุคลากรต่อปี","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพช่องปาก"
"s_kpi_dental17","OHSP ร้อยละหญิงตั้งครรภ์ได้รับการตรวจสุขภาพช่องปาก เฉพาะเขตรับผิดชอบ (คน) (ใช้แบบความครอบคลุม)","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพช่องปาก"
"s_kpi_dental18","OHSP ร้อยละหญิงตั้งครรภ์ได้รับการฝึกแปรงฟันแบบลงมือปฏิบัติ หรือ ได้รับการฝึกแปรงฟันแบบลงมือปฏิบัติ และplaque control เฉพาะเขตรับผิดชอบ (คน) (ใช้แบบความครอบคลุม)","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพช่องปาก"
"s_kpi_dental19","OHSP ร้อยละหญิงตั้งครรภ์ได้รับบริการทันตกรรม (คน)","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพช่องปาก"
"s_kpi_dental2","OHSP อัตรา (ร้อยละ) การใช้บริการทันตกรรมสิทธิ UC เฉพาะเขตรับผิดชอบ (คน) (ใช้แบบความครอบคลุม)","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพช่องปาก"
"s_kpi_dental20","OHSP ร้อยละเด็ก 0-2 ปี ได้รับการตรวจสุขภาพช่องปาก เฉพาะเขตรับผิดชอบ (คน) (ใช้แบบความครอบคลุม)","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพช่องปาก"
"s_kpi_dental21","OHSP ร้อยละเด็ก 0-2 ปี ผู้ปกครองได้รับการฝึกแปรงฟันแบบลงมือปฏิบัติ หรือ ได้รับการฝึกแปรงฟันแบบลงมือปฏิบัติ และplaque control นับรวมฝึกผู้ปกครองทำความสะอาดช่องปาก เฉพาะเขต","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพช่องปาก"
"s_kpi_dental22","OHSP ร้อยละเด็ก 0-2 ปี เคลือบ/ทา ฟลูออไรด์เฉพาะที่ เฉพาะเขตรับผิดชอบ (คน) (ใช้แบบความครอบคลุม)","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพช่องปาก"
"s_kpi_dental23","OHSP ร้อยละเด็ก 0-2 ปี ได้รับบริการทันตกรรม (คน) (ใช้แบบความครอบคลุม)","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพช่องปาก"
"s_kpi_dental24","OHSP ร้อยละเด็ก 3-5 ปี ได้รับการตรวจช่องปาก เฉพาะเขตรับผิดชอบ (คน) (ใช้แบบความครอบคลุม)","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพช่องปาก"
"s_kpi_dental25","OHSP ร้อยละเด็ก 3-5 ปี เคลือบ/ทา ฟลูออไรด์เฉพาะที่ เฉพาะเขตรับผิดชอบ (คน) (ใช้แบบความครอบคลุม)","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพช่องปาก"
"s_kpi_dental26","OHSP ร้อยละเด็ก 3-5 ปี ได้รับบริการทันตกรรม (คน) (ใช้แบบความครอบคลุม)","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพช่องปาก"
"s_kpi_dental27","OHSP ร้อยละเด็ก 6-12 ปี ได้รับการตรวจช่องปาก เฉพาะเขตรับผิดชอบ (คน) (ใช้แบบความครอบคลุม)","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพช่องปาก"
"s_kpi_dental28","OHSP ร้อยละเด็ก 6 ปี ได้รับการเคลือบหลุมร่องฟันแท้ เฉพาะเขตรับผิดชอบ (คน) (ใช้แบบความครอบคลุม)","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพช่องปาก"
"s_kpi_dental3","OHSP อัตรา (ร้อยละ) การการใช้บริการ P&P เฉพาะเขตรับผิดชอบ (คน) (ใช้แบบความครอบคลุม)","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพช่องปาก"
"s_kpi_dental30","OHSP ร้อยละเด็ก 6-12 ปี ได้รับบริการทันตกรรม (คน) (ใช้แบบความครอบคลุม)","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพช่องปาก"
"s_kpi_dental31","OHSP ร้อยละผู้ป่วยเบาหวานได้ตรวจคัดกรองสุขภาพช่องปาก เฉพาะเขตรับผิดชอบ (คน) (ใช้แบบความครอบคลุม)","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพช่องปาก"
"s_kpi_dental32","OHSP ร้อยละผู้ป่วยเบาหวาน ได้รับบริการทันตกรรม (คน) (ใช้แบบความครอบคลุม)","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพช่องปาก"
"s_kpi_dental33","OHSP ร้อยละผู้สูงอายุ ได้รับการตรวจช่องปาก เฉพาะเขตรับผิดชอบ (คน) (ใช้แบบความครอบคลุม)","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพช่องปาก"
"s_kpi_dental34","OHSP ร้อยละผู้สูงอายุใส่ฟันเทียม (CD, SD, TP) ตามความจำเป็นเฉพาะเขตรับผิดชอบ (คน) (ใช้แบบความครอบคลุม)","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพช่องปาก"
"s_kpi_dental35","OHSP ร้อยละเด็กกลุ่มอายุ 18 เดือนมีฟันผุในฟันน้ำนม","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพช่องปาก"
"s_kpi_dental36","OHSP ร้อยละเด็กกลุ่มอายุ 3 ปีมีฟันผุในฟันน้ำนม","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพช่องปาก"
"s_kpi_dental37","OHSP ร้อยละเด็กกลุ่มอายุ 6 ปีมีฟันผุในฟันแท้","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพช่องปาก"
"s_kpi_dental38","OHSP ร้อยละเด็กกลุ่มอายุ 12 ปีมีฟันผุในฟันแท้","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพช่องปาก"
"s_kpi_dental39","OHSP ค่าเฉลี่ยผุ ถอน อุดในฟันแท้ กลุ่มอายุ 12 ปี (DMF)","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพช่องปาก"
"s_kpi_dental4","OHSP อัตรา (ร้อยละ) การใช้บริการทันตกรรมพื้นฐาน เฉพาะเขตรับผิดชอบ (คน) (ใช้แบบความครอบคลุม)","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพช่องปาก"
"s_kpi_dental40","OHSP ร้อยละของผู้สูงอายุ ที่มีฟันแท้ใช้งานได้ไม่น้อยกว่า 20 ซี่","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพช่องปาก"
"s_kpi_dental41","OHSP ร้อยละของผู้สูงอายุ ที่มีฟันหลัง (แท้ หรือเทียม) ใช้งานที่เหมาะสม (ไม่น้อยกว่า 4 คู่สบ)","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพช่องปาก"
"s_kpi_dental44","OHSP ร้อยละผู้มีอายุ 15-59 ปี ได้รับบริการทันตกรรม (คน) (ใช้แบบความครอบคลุม)","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพช่องปาก"
"s_kpi_dental45","OHSP ร้อยละผู้สูงอายุ ได้รับบริการทันตกรรม (คน) (ใช้แบบความครอบคลุม)","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพช่องปาก"
"s_kpi_dental46","OHSP ร้อยละผู้สูงอายุ ที่ติดบ้าน ติดเตียงได้รับบริการทันตกรรม (คน)","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพช่องปาก"
"s_kpi_dental47","OHSP ร้อยละเด็กกลุ่มอายุ 9 ปีมีฟันผุในฟันแท้","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพช่องปาก"
"s_kpi_dental48","OHSP ร้อยละของผู้สูงอายุ ที่มีฟันแท้ใช้งานได้ไม่น้อยกว่า 20 ซี่ และฟันหลัง (แท้ หรือ เทียม) ใช้งานไม่น้อยกว่า 4 คู่สบ","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพช่องปาก"
"s_kpi_dental49","OHSP ร้อยละ visit ตรวจฟันอย่างเดียวโดยทันตบุคลากร ต่อ visit ทั้งหมด","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพช่องปาก"
"s_kpi_dental5","OHSP อัตรา (ร้อยละ) การใช้บริการทันตกรรมเฉพาะทาง เฉพาะเขตรับผิดชอบ (คน) (ใช้แบบความครอบคลุม)","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพช่องปาก"
"s_kpi_dental50","OHSP ร้อยละเด็กพิการ 0 -14 ปีได้รับบริการสุขภาพช่องปาก (คน)(ใช้แบบความครอบคลุม)","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพช่องปาก"
"s_kpi_dental51","OHSP ร้อยละของกลุ่มก่อนวัยผู้สูงอายุที่ได้รับการคัดกรอง PMDs (คน)","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพช่องปาก"
"s_kpi_dental52","OHSP ร้อยละของกลุ่มผู้สูงอายุที่ได้รับการคัดกรอง PMDs (คน)","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพช่องปาก"
"s_kpi_dental53","OHSP ร้อยละผู้ป่วยปากแหว่งเพดานโหว่ ได้รับบริการสุขภาพช่องปาก (คน)(ใช้แบบความครอบคลุม)","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพช่องปาก"
"s_kpi_dental54","OHSP ร้อยละของกลุ่มก่อนวัยสูงอายุ ที่มีฟันแท้ใช้งานได้ไม่น้อยกว่า 20 ซี่","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพช่องปาก"
"s_kpi_dental55","OHSP ร้อยละของกลุ่มก่อนวัยสูงอายุ ที่มีฟันหลัง (แท้ หรือเทียม) ใช้งานที่เหมาะสม (ไม่น้อยกว่า 4 คู่สบ)","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพช่องปาก"
"s_kpi_dental56","OHSP ร้อยละของกลุ่มก่อนวัยสูงอายุ ที่มีฟันแท้ใช้งานได้ไม่น้อยกว่า 20 ซี่ และฟันหลัง (แท้ หรือเทียม) ใช้งานไม่น้อยกว่า 4 คู่สบ","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพช่องปาก"
"s_kpi_dental57","OHSP ร้อยละผู้ป่วยปากแหว่งเพดานโหว่อายุ 0-14 ปีได้รับบริการสุขภาพช่องปาก","ข้อมูลเพื่อตอบสนอง Service Plan สาขาสุขภาพช่องปาก"
